GPU_ID,Power_Usage_W,Timestamp
0,215.241,1742520091.6364753
1,197.338,1742520091.6364753
2,213.824,1742520091.6364753
3,195.567,1742520091.6364753
4,205.25,1742520091.6364753
5,212.405,1742520091.6364753
6,217.87,1742520091.6364753
7,208.401,1742520091.6364753
0,215.241,1742520091.6865935
1,197.338,1742520091.6865935
2,213.824,1742520091.6865935
3,195.567,1742520091.6865935
4,205.25,1742520091.6865935
5,212.405,1742520091.6865935
6,191.928,1742520091.6865935
7,208.401,1742520091.6865935
0,179.333,1742520091.7367258
1,172.477,1742520091.7367258
2,189.202,1742520091.7367258
3,170.302,1742520091.7367258
4,181.11,1742520091.7367258
5,180.719,1742520091.7367258
6,191.928,1742520091.7367258
7,178.635,1742520091.7367258
0,179.333,1742520091.7868574
1,172.477,1742520091.7868574
2,189.202,1742520091.7868574
3,170.302,1742520091.7868574
4,181.11,1742520091.7868574
5,180.719,1742520091.7868574
6,163.746,1742520091.7868574
7,178.635,1742520091.7868574
0,154.309,1742520091.8369772
1,143.33,1742520091.8369772
2,164.396,1742520091.8369772
3,145.516,1742520091.8369772
4,156.96,1742520091.8369772
5,154.608,1742520091.8369772
6,163.746,1742520091.8369772
7,153.101,1742520091.8369772
0,154.309,1742520091.887108
1,143.33,1742520091.887108
2,164.396,1742520091.887108
3,145.516,1742520091.887108
4,156.96,1742520091.887108
5,154.608,1742520091.887108
6,142.541,1742520091.887108
7,153.101,1742520091.887108
0,128.977,1742520091.9372332
1,119.824,1742520091.9372332
2,139.001,1742520091.9372332
3,121.512,1742520091.9372332
4,132.687,1742520091.9372332
5,135.367,1742520091.9372332
6,142.541,1742520091.9372332
7,127.369,1742520091.9372332
0,128.977,1742520091.987368
1,119.824,1742520091.987368
2,139.001,1742520091.987368
3,121.512,1742520091.987368
4,132.687,1742520091.987368
5,135.367,1742520091.987368
6,119.462,1742520091.987368
7,127.369,1742520091.987368
0,122.809,1742520092.0375047
1,118.221,1742520092.0375047
2,122.826,1742520092.0375047
3,119.428,1742520092.0375047
4,119.121,1742520092.0375047
5,122.305,1742520092.0375047
6,119.462,1742520092.0375047
7,126.639,1742520092.0375047
0,122.809,1742520092.0876317
1,118.221,1742520092.0876317
2,122.826,1742520092.0876317
3,119.428,1742520092.0876317
4,119.121,1742520092.0876317
5,122.305,1742520092.0876317
6,119.134,1742520092.0876317
7,126.639,1742520092.0876317
0,122.766,1742520092.1377673
1,118.138,1742520092.1377673
2,122.624,1742520092.1377673
3,119.394,1742520092.1377673
4,118.946,1742520092.1377673
5,122.104,1742520092.1377673
6,119.134,1742520092.1377673
7,126.532,1742520092.1377673
0,122.766,1742520092.187894
1,118.138,1742520092.187894
2,122.624,1742520092.187894
3,119.394,1742520092.187894
4,118.946,1742520092.187894
5,122.104,1742520092.187894
6,119.028,1742520092.187894
7,126.532,1742520092.187894
0,122.665,1742520092.238027
1,118.089,1742520092.238027
2,122.496,1742520092.238027
3,119.364,1742520092.238027
4,118.84,1742520092.238027
5,121.979,1742520092.238027
6,119.028,1742520092.238027
7,126.496,1742520092.238027
0,122.665,1742520092.2881608
1,118.089,1742520092.2881608
2,122.496,1742520092.2881608
3,119.364,1742520092.2881608
4,118.84,1742520092.2881608
5,121.979,1742520092.2881608
6,118.924,1742520092.2881608
7,126.496,1742520092.2881608
0,122.576,1742520092.3382952
1,117.946,1742520092.3382952
2,122.404,1742520092.3382952
3,119.359,1742520092.3382952
4,118.793,1742520092.3382952
5,121.873,1742520092.3382952
6,118.924,1742520092.3382952
7,126.483,1742520092.3382952
0,122.576,1742520092.388431
1,117.946,1742520092.388431
2,122.404,1742520092.388431
3,119.359,1742520092.388431
4,118.793,1742520092.388431
5,121.873,1742520092.388431
6,118.901,1742520092.388431
7,126.483,1742520092.388431
0,122.518,1742520092.4385638
1,118.001,1742520092.4385638
2,122.343,1742520092.4385638
3,119.394,1742520092.4385638
4,118.733,1742520092.4385638
5,121.835,1742520092.4385638
6,118.901,1742520092.4385638
7,126.495,1742520092.4385638
0,122.518,1742520092.4886856
1,118.001,1742520092.4886856
2,122.343,1742520092.4886856
3,119.394,1742520092.4886856
4,118.733,1742520092.4886856
5,121.835,1742520092.4886856
6,118.862,1742520092.4886856
7,126.495,1742520092.4886856
0,122.468,1742520092.5388184
1,117.843,1742520092.5388184
2,122.288,1742520092.5388184
3,119.419,1742520092.5388184
4,118.686,1742520092.5388184
5,121.769,1742520092.5388184
6,118.862,1742520092.5388184
7,126.48,1742520092.5388184
0,122.468,1742520092.5889525
1,117.843,1742520092.5889525
2,122.288,1742520092.5889525
3,119.419,1742520092.5889525
4,118.686,1742520092.5889525
5,121.769,1742520092.5889525
6,118.827,1742520092.5889525
7,126.48,1742520092.5889525
0,122.448,1742520092.6390874
1,117.91,1742520092.6390874
2,122.219,1742520092.6390874
3,119.418,1742520092.6390874
4,118.63,1742520092.6390874
5,121.705,1742520092.6390874
6,118.827,1742520092.6390874
7,126.419,1742520092.6390874
0,122.448,1742520092.6892376
1,117.91,1742520092.6892376
2,122.219,1742520092.6892376
3,119.418,1742520092.6892376
4,118.63,1742520092.6892376
5,121.705,1742520092.6892376
6,118.781,1742520092.6892376
7,126.419,1742520092.6892376
0,122.424,1742520092.7393694
1,117.781,1742520092.7393694
2,122.154,1742520092.7393694
3,119.364,1742520092.7393694
4,118.588,1742520092.7393694
5,121.651,1742520092.7393694
6,118.781,1742520092.7393694
7,126.364,1742520092.7393694
0,122.424,1742520092.7895038
1,117.781,1742520092.7895038
2,122.154,1742520092.7895038
3,119.364,1742520092.7895038
4,118.588,1742520092.7895038
5,121.651,1742520092.7895038
6,118.713,1742520092.7895038
7,126.364,1742520092.7895038
0,122.396,1742520092.8396366
1,117.816,1742520092.8396366
2,122.114,1742520092.8396366
3,119.336,1742520092.8396366
4,118.537,1742520092.8396366
5,121.597,1742520092.8396366
6,118.713,1742520092.8396366
7,126.286,1742520092.8396366
0,122.396,1742520092.8898196
1,117.816,1742520092.8898196
2,122.114,1742520092.8898196
3,119.336,1742520092.8898196
4,118.537,1742520092.8898196
5,121.597,1742520092.8898196
6,118.673,1742520092.8898196
7,126.286,1742520092.8898196
0,122.356,1742520092.9399524
1,117.762,1742520092.9399524
2,122.061,1742520092.9399524
3,119.295,1742520092.9399524
4,118.499,1742520092.9399524
5,121.564,1742520092.9399524
6,118.673,1742520092.9399524
7,126.243,1742520092.9399524
0,122.356,1742520092.9900866
1,117.762,1742520092.9900866
2,122.061,1742520092.9900866
3,119.295,1742520092.9900866
4,118.499,1742520092.9900866
5,121.564,1742520092.9900866
6,118.651,1742520092.9900866
7,126.243,1742520092.9900866
0,122.323,1742520093.0402226
1,117.719,1742520093.0402226
2,122.035,1742520093.0402226
3,119.268,1742520093.0402226
4,118.47,1742520093.0402226
5,121.557,1742520093.0402226
6,118.651,1742520093.0402226
7,126.217,1742520093.0402226
0,122.323,1742520093.0903108
1,117.719,1742520093.0903108
2,122.035,1742520093.0903108
3,119.268,1742520093.0903108
4,118.47,1742520093.0903108
5,121.557,1742520093.0903108
6,118.647,1742520093.0903108
7,126.217,1742520093.0903108
0,122.273,1742520093.1404295
1,117.742,1742520093.1404295
2,122.018,1742520093.1404295
3,119.261,1742520093.1404295
4,118.437,1742520093.1404295
5,121.544,1742520093.1404295
6,118.647,1742520093.1404295
7,126.191,1742520093.1404295
0,122.273,1742520093.1905596
1,117.742,1742520093.1905596
2,122.018,1742520093.1905596
3,119.261,1742520093.1905596
4,118.437,1742520093.1905596
5,121.544,1742520093.1905596
6,118.62,1742520093.1905596
7,126.191,1742520093.1905596
0,122.241,1742520093.2406802
1,117.644,1742520093.2406802
2,121.986,1742520093.2406802
3,119.254,1742520093.2406802
4,118.41,1742520093.2406802
5,121.502,1742520093.2406802
6,118.62,1742520093.2406802
7,126.173,1742520093.2406802
0,122.241,1742520093.290801
1,117.644,1742520093.290801
2,121.986,1742520093.290801
3,119.254,1742520093.290801
4,118.41,1742520093.290801
5,121.502,1742520093.290801
6,118.593,1742520093.290801
7,126.173,1742520093.290801
0,122.227,1742520093.3409326
1,117.71,1742520093.3409326
2,121.973,1742520093.3409326
3,119.246,1742520093.3409326
4,118.369,1742520093.3409326
5,121.495,1742520093.3409326
6,118.593,1742520093.3409326
7,126.124,1742520093.3409326
0,122.227,1742520093.391067
1,117.71,1742520093.391067
2,121.973,1742520093.391067
3,119.246,1742520093.391067
4,118.369,1742520093.391067
5,121.495,1742520093.391067
6,118.554,1742520093.391067
7,126.124,1742520093.391067
0,122.236,1742520093.4411986
1,117.569,1742520093.4411986
