GPU_ID,Power_Usage_W,Timestamp
0,70.769,1742519789.6144795
1,69.709,1742519789.6144795
2,71.648,1742519789.6144795
3,69.73,1742519789.6144795
4,70.482,1742519789.6144795
5,69.678,1742519789.6144795
6,68.516,1742519789.6144795
7,71.812,1742519789.6144795
0,70.77,1742519789.6740897
1,69.709,1742519789.6740897
2,71.641,1742519789.6740897
3,69.73,1742519789.6740897
4,70.471,1742519789.6740897
5,69.678,1742519789.6740897
6,68.516,1742519789.6740897
7,71.812,1742519789.6740897
0,70.77,1742519789.724211
1,69.709,1742519789.724211
2,71.641,1742519789.724211
3,69.73,1742519789.724211
4,70.471,1742519789.724211
5,69.686,1742519789.724211
6,68.496,1742519789.724211
7,71.822,1742519789.724211
0,70.761,1742519789.7743344
1,69.689,1742519789.7743344
2,71.635,1742519789.7743344
3,69.745,1742519789.7743344
4,70.501,1742519789.7743344
5,69.686,1742519789.7743344
6,68.496,1742519789.7743344
7,71.822,1742519789.7743344
0,70.761,1742519789.8244703
1,69.689,1742519789.8244703
2,71.635,1742519789.8244703
3,69.745,1742519789.8244703
4,70.501,1742519789.8244703
5,69.679,1742519789.8244703
6,68.502,1742519789.8244703
7,71.806,1742519789.8244703
0,70.763,1742519789.8746028
1,69.703,1742519789.8746028
2,71.628,1742519789.8746028
3,69.736,1742519789.8746028
4,70.505,1742519789.8746028
5,69.679,1742519789.8746028
6,68.502,1742519789.8746028
7,71.806,1742519789.8746028
0,70.763,1742519789.924736
1,69.703,1742519789.924736
2,71.628,1742519789.924736
3,69.736,1742519789.924736
4,70.505,1742519789.924736
5,69.667,1742519789.924736
6,68.485,1742519789.924736
7,71.807,1742519789.924736
0,70.771,1742519789.9748728
1,69.703,1742519789.9748728
2,71.641,1742519789.9748728
3,69.737,1742519789.9748728
4,70.544,1742519789.9748728
5,69.667,1742519789.9748728
6,68.485,1742519789.9748728
7,71.807,1742519789.9748728
0,70.771,1742519790.0250723
1,69.703,1742519790.0250723
2,71.641,1742519790.0250723
3,69.737,1742519790.0250723
4,70.544,1742519790.0250723
5,69.659,1742519790.0250723
6,68.488,1742519790.0250723
7,71.822,1742519790.0250723
0,70.796,1742519790.0751927
1,69.683,1742519790.0751927
2,71.655,1742519790.0751927
3,69.766,1742519790.0751927
4,70.543,1742519790.0751927
5,69.659,1742519790.0751927
6,68.488,1742519790.0751927
7,71.822,1742519790.0751927
0,70.796,1742519790.1253152
1,69.683,1742519790.1253152
2,71.655,1742519790.1253152
3,69.766,1742519790.1253152
4,70.543,1742519790.1253152
5,69.639,1742519790.1253152
6,68.486,1742519790.1253152
7,71.791,1742519790.1253152
0,70.796,1742519790.175449
1,69.71,1742519790.175449
2,71.667,1742519790.175449
3,69.753,1742519790.175449
4,70.527,1742519790.175449
5,69.639,1742519790.175449
6,68.486,1742519790.175449
7,71.791,1742519790.175449
0,70.796,1742519790.2255816
1,69.71,1742519790.2255816
2,71.667,1742519790.2255816
3,69.753,1742519790.2255816
4,70.527,1742519790.2255816
5,69.68,1742519790.2255816
6,68.501,1742519790.2255816
7,71.784,1742519790.2255816
0,70.777,1742519790.275715
1,69.723,1742519790.275715
2,71.661,1742519790.275715
3,69.745,1742519790.275715
4,70.54,1742519790.275715
5,69.68,1742519790.275715
6,68.501,1742519790.275715
7,71.784,1742519790.275715
0,70.777,1742519790.3258526
1,69.723,1742519790.3258526
2,71.661,1742519790.3258526
3,69.745,1742519790.3258526
4,70.54,1742519790.3258526
5,69.665,1742519790.3258526
6,68.511,1742519790.3258526
7,71.793,1742519790.3258526
0,70.763,1742519790.3759754
1,69.716,1742519790.3759754
2,71.648,1742519790.3759754
3,69.751,1742519790.3759754
4,70.508,1742519790.3759754
5,69.665,1742519790.3759754
6,68.511,1742519790.3759754
7,71.793,1742519790.3759754
0,70.763,1742519790.4261446
1,69.716,1742519790.4261446
2,71.648,1742519790.4261446
3,69.751,1742519790.4261446
4,70.508,1742519790.4261446
5,69.693,1742519790.4261446
6,68.484,1742519790.4261446
7,71.812,1742519790.4261446
0,70.768,1742519790.476278
1,69.743,1742519790.476278
2,71.66,1742519790.476278
3,69.73,1742519790.476278
4,70.517,1742519790.476278
5,69.693,1742519790.476278
6,68.484,1742519790.476278
7,71.812,1742519790.476278
0,70.768,1742519790.526412
1,69.743,1742519790.526412
2,71.66,1742519790.526412
3,69.73,1742519790.526412
4,70.517,1742519790.526412
5,69.68,1742519790.526412
6,68.485,1742519790.526412
7,71.815,1742519790.526412
0,70.776,1742519790.576533
1,69.723,1742519790.576533
2,71.673,1742519790.576533
3,69.723,1742519790.576533
4,70.522,1742519790.576533
5,69.68,1742519790.576533
6,68.485,1742519790.576533
7,71.815,1742519790.576533
0,70.776,1742519790.6266618
1,69.723,1742519790.6266618
2,71.673,1742519790.6266618
3,69.723,1742519790.6266618
4,70.522,1742519790.6266618
5,69.66,1742519790.6266618
6,68.466,1742519790.6266618
7,71.828,1742519790.6266618
0,70.789,1742519790.676794
1,69.744,1742519790.676794
2,71.666,1742519790.676794
3,69.735,1742519790.676794
4,70.523,1742519790.676794
5,69.66,1742519790.676794
6,68.466,1742519790.676794
7,71.828,1742519790.676794
0,70.789,1742519790.726925
1,69.744,1742519790.726925
2,71.666,1742519790.726925
3,69.735,1742519790.726925
4,70.523,1742519790.726925
5,69.673,1742519790.726925
6,68.462,1742519790.726925
7,71.829,1742519790.726925
0,70.804,1742519790.7770848
1,69.743,1742519790.7770848
2,71.686,1742519790.7770848
3,69.736,1742519790.7770848
4,70.515,1742519790.7770848
5,69.673,1742519790.7770848
6,68.462,1742519790.7770848
7,71.829,1742519790.7770848
0,70.804,1742519790.8272164
1,69.743,1742519790.8272164
2,71.686,1742519790.8272164
3,69.736,1742519790.8272164
4,70.515,1742519790.8272164
5,69.665,1742519790.8272164
6,68.466,1742519790.8272164
7,71.822,1742519790.8272164
0,70.809,1742519790.8773491
1,69.743,1742519790.8773491
2,71.692,1742519790.8773491
3,69.75,1742519790.8773491
4,70.503,1742519790.8773491
5,69.665,1742519790.8773491
6,68.466,1742519790.8773491
7,71.822,1742519790.8773491
0,70.809,1742519790.9274714
1,69.743,1742519790.9274714
2,71.692,1742519790.9274714
3,69.75,1742519790.9274714
4,70.503,1742519790.9274714
5,69.701,1742519790.9274714
6,68.462,1742519790.9274714
7,71.834,1742519790.9274714
0,70.808,1742519790.977603
1,69.743,1742519790.977603
2,71.692,1742519790.977603
3,69.765,1742519790.977603
4,70.473,1742519790.977603
5,69.701,1742519790.977603
6,68.462,1742519790.977603
7,71.834,1742519790.977603
0,70.808,1742519791.0277348
1,69.743,1742519791.0277348
2,71.685,1742519791.0277348
3,69.765,1742519791.0277348
4,70.473,1742519791.0277348
5,69.701,1742519791.0277348
6,68.472,1742519791.0277348
7,71.831,1742519791.0277348
0,70.796,1742519791.0778677
1,69.75,1742519791.0778677
2,71.685,1742519791.0778677
3,69.749,1742519791.0778677
4,70.458,1742519791.0778677
5,69.701,1742519791.0778677
6,68.472,1742519791.0778677
7,71.831,1742519791.0778677
0,70.796,1742519791.1280007
1,69.75,1742519791.1280007
2,71.679,1742519791.1280007
3,69.749,1742519791.1280007
4,70.458,1742519791.1280007
5,69.695,1742519791.1280007
6,68.469,1742519791.1280007
7,71.856,1742519791.1280007
0,70.794,1742519791.178134
1,69.723,1742519791.178134
2,71.679,1742519791.178134
3,69.763,1742519791.178134
4,70.458,1742519791.178134
5,69.695,1742519791.178134
6,68.469,1742519791.178134
7,71.856,1742519791.178134
0,70.794,1742519791.2282689
1,69.723,1742519791.2282689
2,71.686,1742519791.2282689
3,69.763,1742519791.2282689
4,70.487,1742519791.2282689
5,69.709,1742519791.2282689
6,68.469,1742519791.2282689
7,71.863,1742519791.2282689
0,70.797,1742519791.2783902
1,69.73,1742519791.2783902
2,71.686,1742519791.2783902
3,69.75,1742519791.2783902
4,70.487,1742519791.2783902
5,69.709,1742519791.2783902
6,68.469,1742519791.2783902
7,71.863,1742519791.2783902
0,70.797,1742519791.3285217
1,69.73,1742519791.3285217
2,71.692,1742519791.3285217
3,69.75,1742519791.3285217
4,70.479,1742519791.3285217
5,69.675,1742519791.3285217
6,68.475,1742519791.3285217
7,71.852,1742519791.3285217
0,70.804,1742519791.3786602
1,69.717,1742519791.3786602
2,71.692,1742519791.3786602
3,69.769,1742519791.3786602
4,70.479,1742519791.3786602
5,69.675,1742519791.3786602
6,68.475,1742519791.3786602
7,71.852,1742519791.3786602
0,70.804,1742519791.4288015
1,69.717,1742519791.4288015
2,71.685,1742519791.4288015
3,69.769,1742519791.4288015
4,70.486,1742519791.4288015
