GPU_ID,Power_Usage_W,Timestamp
0,137.23,1742510964.9134073
1,119.501,1742510964.9134073
2,123.574,1742510964.9134073
3,120.13,1742510964.9134073
4,130.364,1742510964.9134073
5,126.877,1742510964.9134073
6,128.953,1742510964.9134073
7,126.533,1742510964.9134073
0,121.484,1742510964.9635324
1,119.501,1742510964.9635324
2,123.574,1742510964.9635324
3,119.092,1742510964.9635324
4,118.891,1742510964.9635324
5,126.877,1742510964.9635324
6,118.464,1742510964.9635324
7,126.533,1742510964.9635324
0,121.484,1742510965.013658
1,117.777,1742510965.013658
2,122.809,1742510965.013658
3,119.092,1742510965.013658
4,118.891,1742510965.013658
5,120.972,1742510965.013658
6,118.464,1742510965.013658
7,126.123,1742510965.013658
0,121.443,1742510965.063795
1,117.777,1742510965.063795
2,122.809,1742510965.063795
3,119.092,1742510965.063795
4,118.759,1742510965.063795
5,120.972,1742510965.063795
6,118.347,1742510965.063795
7,126.123,1742510965.063795
0,121.443,1742510965.1139328
1,117.742,1742510965.1139328
2,122.637,1742510965.1139328
3,119.029,1742510965.1139328
4,118.759,1742510965.1139328
5,120.928,1742510965.1139328
6,118.347,1742510965.1139328
7,126.015,1742510965.1139328
0,121.335,1742510965.1640675
1,117.742,1742510965.1640675
2,122.637,1742510965.1640675
3,119.029,1742510965.1640675
4,118.672,1742510965.1640675
5,120.928,1742510965.1640675
6,118.258,1742510965.1640675
7,126.015,1742510965.1640675
0,121.335,1742510965.2142072
1,117.594,1742510965.2142072
2,122.555,1742510965.2142072
3,118.993,1742510965.2142072
4,118.672,1742510965.2142072
5,120.854,1742510965.2142072
6,118.258,1742510965.2142072
7,125.992,1742510965.2142072
0,121.254,1742510965.2643335
1,117.594,1742510965.2643335
2,122.555,1742510965.2643335
3,118.993,1742510965.2643335
4,118.577,1742510965.2643335
5,120.854,1742510965.2643335
6,118.199,1742510965.2643335
7,125.992,1742510965.2643335
0,121.254,1742510965.3144577
1,117.546,1742510965.3144577
2,122.493,1742510965.3144577
3,118.979,1742510965.3144577
4,118.577,1742510965.3144577
5,120.846,1742510965.3144577
6,118.199,1742510965.3144577
7,125.983,1742510965.3144577
0,121.213,1742510965.364583
1,117.546,1742510965.364583
2,122.493,1742510965.364583
3,118.979,1742510965.364583
4,118.517,1742510965.364583
5,120.846,1742510965.364583
6,118.166,1742510965.364583
7,125.983,1742510965.364583
0,121.213,1742510965.4147081
1,117.485,1742510965.4147081
2,122.417,1742510965.4147081
