GPU_ID,Power_Usage_W,Timestamp
0,121.031,1742520271.6650672
1,117.651,1742520271.6650672
2,121.72,1742520271.6650672
3,119.013,1742520271.6650672
4,118.091,1742520271.6650672
5,120.871,1742520271.6650672
6,116.962,1742520271.6650672
7,124.456,1742520271.6650672
0,121.023,1742520271.7151606
1,117.529,1742520271.7151606
2,121.72,1742520271.7151606
3,119.013,1742520271.7151606
4,118.075,1742520271.7151606
5,120.891,1742520271.7151606
6,116.981,1742520271.7151606
7,124.454,1742520271.7151606
0,121.023,1742520271.765233
1,117.529,1742520271.765233
2,121.698,1742520271.765233
3,119.012,1742520271.765233
4,118.075,1742520271.765233
5,120.891,1742520271.765233
6,116.981,1742520271.765233
7,124.454,1742520271.765233
0,121.012,1742520271.81532
1,117.623,1742520271.81532
2,121.698,1742520271.81532
3,119.012,1742520271.81532
4,118.07,1742520271.81532
5,120.849,1742520271.81532
6,116.949,1742520271.81532
7,124.441,1742520271.81532
0,121.012,1742520271.8653896
1,117.623,1742520271.8653896
2,121.698,1742520271.8653896
3,119.019,1742520271.8653896
4,118.07,1742520271.8653896
5,120.849,1742520271.8653896
6,116.949,1742520271.8653896
7,124.441,1742520271.8653896
0,121.001,1742520271.9155195
1,117.495,1742520271.9155195
2,121.685,1742520271.9155195
3,119.019,1742520271.9155195
4,118.043,1742520271.9155195
5,120.842,1742520271.9155195
6,116.923,1742520271.9155195
7,124.414,1742520271.9155195
0,121.001,1742520271.965632
1,117.495,1742520271.965632
2,121.685,1742520271.965632
3,119.01,1742520271.965632
4,118.043,1742520271.965632
5,120.842,1742520271.965632
6,116.923,1742520271.965632
7,124.414,1742520271.965632
0,120.988,1742520272.0157924
1,117.585,1742520272.0157924
2,121.681,1742520272.0157924
3,119.01,1742520272.0157924
4,118.025,1742520272.0157924
5,120.821,1742520272.0157924
6,116.883,1742520272.0157924
7,124.388,1742520272.0157924
0,120.988,1742520272.065969
1,117.585,1742520272.065969
2,121.681,1742520272.065969
3,118.984,1742520272.065969
4,118.025,1742520272.065969
5,120.821,1742520272.065969
6,116.883,1742520272.065969
7,124.388,1742520272.065969
0,120.987,1742520272.1161013
1,117.503,1742520272.1161013
2,121.681,1742520272.1161013
3,118.984,1742520272.1161013
4,118.02,1742520272.1161013
5,120.836,1742520272.1161013
6,116.864,1742520272.1161013
7,124.366,1742520272.1161013
0,120.987,1742520272.1662195
1,117.503,1742520272.1662195
2,121.681,1742520272.1662195
3,118.971,1742520272.1662195
4,118.02,1742520272.1662195
5,120.836,1742520272.1662195
6,116.864,1742520272.1662195
7,124.366,1742520272.1662195
0,120.981,1742520272.2163503
1,117.523,1742520272.2163503
2,121.674,1742520272.2163503
3,118.971,1742520272.2163503
4,118.016,1742520272.2163503
5,120.816,1742520272.2163503
6,116.87,1742520272.2163503
7,124.36,1742520272.2163503
0,120.981,1742520272.2664704
1,117.523,1742520272.2664704
2,121.674,1742520272.2664704
3,118.945,1742520272.2664704
4,118.016,1742520272.2664704
5,120.816,1742520272.2664704
6,116.87,1742520272.2664704
7,124.36,1742520272.2664704
0,120.98,1742520272.3166015
1,117.55,1742520272.3166015
2,121.661,1742520272.3166015
3,118.945,1742520272.3166015
4,118.011,1742520272.3166015
5,120.81,1742520272.3166015
6,116.857,1742520272.3166015
7,124.347,1742520272.3166015
0,120.98,1742520272.3667207
1,117.55,1742520272.3667207
2,121.661,1742520272.3667207
3,118.945,1742520272.3667207
4,118.011,1742520272.3667207
5,120.81,1742520272.3667207
6,116.857,1742520272.3667207
7,124.347,1742520272.3667207
0,120.973,1742520272.4168766
1,117.47,1742520272.4168766
2,121.657,1742520272.4168766
3,118.945,1742520272.4168766
4,117.99,1742520272.4168766
5,120.789,1742520272.4168766
6,116.87,1742520272.4168766
7,124.319,1742520272.4168766
0,120.973,1742520272.4670076
1,117.47,1742520272.4670076
2,121.657,1742520272.4670076
3,118.938,1742520272.4670076
4,117.99,1742520272.4670076
5,120.789,1742520272.4670076
6,116.87,1742520272.4670076
7,124.319,1742520272.4670076
0,120.954,1742520272.5171273
1,117.538,1742520272.5171273
2,121.644,1742520272.5171273
3,118.938,1742520272.5171273
4,118.007,1742520272.5171273
5,120.805,1742520272.5171273
6,116.844,1742520272.5171273
7,124.319,1742520272.5171273
0,120.954,1742520272.5672572
1,117.538,1742520272.5672572
2,121.644,1742520272.5672572
3,118.938,1742520272.5672572
4,118.007,1742520272.5672572
5,120.805,1742520272.5672572
6,116.844,1742520272.5672572
7,124.28,1742520272.5672572
0,120.926,1742520272.617377
1,117.405,1742520272.617377
2,121.641,1742520272.617377
3,118.938,1742520272.617377
4,118.008,1742520272.617377
5,120.768,1742520272.617377
6,116.817,1742520272.617377
7,124.28,1742520272.617377
0,120.926,1742520272.6675005
1,117.405,1742520272.6675005
2,121.641,1742520272.6675005
3,118.938,1742520272.6675005
4,118.008,1742520272.6675005
5,120.768,1742520272.6675005
6,116.817,1742520272.6675005
7,124.24,1742520272.6675005
0,120.914,1742520272.717633
1,117.507,1742520272.717633
2,121.631,1742520272.717633
3,118.938,1742520272.717633
4,118.009,1742520272.717633
5,120.741,1742520272.717633
6,116.811,1742520272.717633
7,124.24,1742520272.717633
0,120.914,1742520272.7677794
1,117.507,1742520272.7677794
2,121.631,1742520272.7677794
3,118.93,1742520272.7677794
4,118.009,1742520272.7677794
5,120.741,1742520272.7677794
6,116.811,1742520272.7677794
7,124.203,1742520272.7677794
0,120.906,1742520272.8179138
1,117.407,1742520272.8179138
2,121.628,1742520272.8179138
3,118.93,1742520272.8179138
4,118.006,1742520272.8179138
5,120.734,1742520272.8179138
6,116.824,1742520272.8179138
7,124.203,1742520272.8179138
0,120.906,1742520272.8680444
1,117.407,1742520272.8680444
2,121.628,1742520272.8680444
3,118.917,1742520272.8680444
4,118.006,1742520272.8680444
5,120.734,1742520272.8680444
6,116.824,1742520272.8680444
7,124.197,1742520272.8680444
0,120.894,1742520272.9181745
1,117.488,1742520272.9181745
2,121.634,1742520272.9181745
3,118.917,1742520272.9181745
4,117.993,1742520272.9181745
5,120.746,1742520272.9181745
6,116.824,1742520272.9181745
7,124.197,1742520272.9181745
0,120.894,1742520272.9682689
1,117.488,1742520272.9682689
2,121.634,1742520272.9682689
3,118.904,1742520272.9682689
4,117.993,1742520272.9682689
5,120.746,1742520272.9682689
6,116.824,1742520272.9682689
7,124.175,1742520272.9682689
0,120.881,1742520273.0184
1,117.447,1742520273.0184
2,121.631,1742520273.0184
3,118.904,1742520273.0184
4,117.971,1742520273.0184
5,120.745,1742520273.0184
6,116.843,1742520273.0184
7,124.175,1742520273.0184
0,120.881,1742520273.068503
1,117.447,1742520273.068503
2,121.631,1742520273.068503
3,118.905,1742520273.068503
4,117.971,1742520273.068503
5,120.745,1742520273.068503
6,116.843,1742520273.068503
7,124.175,1742520273.068503
0,120.855,1742520273.1186347
1,117.446,1742520273.1186347
2,121.621,1742520273.1186347
3,118.905,1742520273.1186347
4,117.951,1742520273.1186347
5,120.718,1742520273.1186347
6,116.837,1742520273.1186347
7,124.175,1742520273.1186347
0,120.855,1742520273.168769
1,117.446,1742520273.168769
2,121.621,1742520273.168769
3,118.889,1742520273.168769
4,117.951,1742520273.168769
5,120.718,1742520273.168769
6,116.837,1742520273.168769
7,124.174,1742520273.168769
0,120.839,1742520273.2188776
1,117.461,1742520273.2188776
2,121.595,1742520273.2188776
3,118.889,1742520273.2188776
4,117.951,1742520273.2188776
5,120.725,1742520273.2188776
6,116.824,1742520273.2188776
7,124.174,1742520273.2188776
0,120.839,1742520273.2690082
1,117.461,1742520273.2690082
2,121.595,1742520273.2690082
3,118.882,1742520273.2690082
4,117.951,1742520273.2690082
5,120.725,1742520273.2690082
6,116.824,1742520273.2690082
7,124.147,1742520273.2690082
0,120.811,1742520273.3191483
1,117.374,1742520273.3191483
2,121.576,1742520273.3191483
3,118.882,1742520273.3191483
4,117.942,1742520273.3191483
5,120.712,1742520273.3191483
6,116.811,1742520273.3191483
7,124.147,1742520273.3191483
0,120.811,1742520273.369274
1,117.374,1742520273.369274
2,121.576,1742520273.369274
3,118.855,1742520273.369274
4,117.942,1742520273.369274
5,120.712,1742520273.369274
6,116.811,1742520273.369274
7,124.141,1742520273.369274
0,120.842,1742520273.4194078
1,117.453,1742520273.4194078
2,121.551,1742520273.4194078
3,118.855,1742520273.4194078
4,117.941,1742520273.4194078
5,120.713,1742520273.4194078
6,116.804,1742520273.4194078
7,124.141,1742520273.4194078
0,120.842,1742520273.469529
1,117.453,1742520273.469529
2,121.551,1742520273.469529
3,118.862,1742520273.469529
4,117.941,1742520273.469529
5,120.713,1742520273.469529
6,116.804,1742520273.469529
7,124.152,1742520273.469529
0,120.847,1742520273.5196493
1,117.369,1742520273.5196493
2,121.545,1742520273.5196493
3,118.862,1742520273.5196493
4,117.926,1742520273.5196493
5,120.683,1742520273.5196493
6,116.811,1742520273.5196493
7,124.152,1742520273.5196493
0,120.847,1742520273.5697792
1,117.369,1742520273.5697792
2,121.545,1742520273.5697792
3,118.849,1742520273.5697792
4,117.926,1742520273.5697792
5,120.683,1742520273.5697792
6,116.811,1742520273.5697792
7,124.132,1742520273.5697792
0,120.857,1742520273.6199093
1,117.489,1742520273.6199093
2,121.523,1742520273.6199093
3,118.849,1742520273.6199093
4,117.923,1742520273.6199093
5,120.687,1742520273.6199093
6,116.811,1742520273.6199093
7,124.132,1742520273.6199093
0,120.857,1742520273.6700406
1,117.489,1742520273.6700406
2,121.523,1742520273.6700406
3,118.836,1742520273.6700406
4,117.923,1742520273.6700406
5,120.687,1742520273.6700406
6,116.811,1742520273.6700406
7,124.138,1742520273.6700406
0,120.871,1742520273.7201707
1,117.394,1742520273.7201707
2,121.517,1742520273.7201707
3,118.836,1742520273.7201707
4,117.916,1742520273.7201707
5,120.657,1742520273.7201707
6,116.791,1742520273.7201707
7,124.138,1742520273.7201707
0,120.871,1742520273.770301
1,117.394,1742520273.770301
2,121.517,1742520273.770301
3,118.836,1742520273.770301
4,117.916,1742520273.770301
5,120.657,1742520273.770301
6,116.791,1742520273.770301
7,124.131,1742520273.770301
0,120.868,1742520273.8204317
1,117.454,1742520273.8204317
2,121.516,1742520273.8204317
3,118.836,1742520273.8204317
4,117.91,1742520273.8204317
5,120.678,1742520273.8204317
6,116.765,1742520273.8204317
7,124.131,1742520273.8204317
0,120.868,1742520273.8705623
1,117.454,1742520273.8705623
2,121.516,1742520273.8705623
3,118.836,1742520273.8705623
4,117.91,1742520273.8705623
5,120.678,1742520273.8705623
6,116.765,1742520273.8705623
7,124.11,1742520273.8705623
0,120.883,1742520273.9206917
1,117.395,1742520273.9206917
2,121.483,1742520273.9206917
3,118.836,1742520273.9206917
4,117.904,1742520273.9206917
5,120.631,1742520273.9206917
6,116.764,1742520273.9206917
7,124.11,1742520273.9206917
0,120.883,1742520273.970826
1,117.395,1742520273.970826
2,121.483,1742520273.970826
3,118.837,1742520273.970826
4,117.904,1742520273.970826
5,120.631,1742520273.970826
6,116.764,1742520273.970826
7,124.104,1742520273.970826
0,120.906,1742520274.02092
1,117.398,1742520274.02092
2,121.463,1742520274.02092
3,118.837,1742520274.02092
4,117.915,1742520274.02092
5,120.635,1742520274.02092
6,116.752,1742520274.02092
7,124.104,1742520274.02092
0,120.906,1742520274.0710144
1,117.398,1742520274.0710144
2,121.463,1742520274.0710144
3,118.822,1742520274.0710144
4,117.915,1742520274.0710144
5,120.635,1742520274.0710144
6,116.752,1742520274.0710144
7,124.091,1742520274.0710144
0,120.936,1742520274.12114
1,117.412,1742520274.12114
2,121.444,1742520274.12114
3,118.822,1742520274.12114
4,117.926,1742520274.12114
5,120.613,1742520274.12114
6,116.753,1742520274.12114
7,124.091,1742520274.12114
0,120.936,1742520274.1712706
1,117.412,1742520274.1712706
2,121.444,1742520274.1712706
3,118.809,1742520274.1712706
4,117.926,1742520274.1712706
5,120.613,1742520274.1712706
6,116.753,1742520274.1712706
7,124.06,1742520274.1712706
0,120.951,1742520274.2213912
1,117.358,1742520274.2213912
2,121.437,1742520274.2213912
3,118.809,1742520274.2213912
4,117.914,1742520274.2213912
5,120.625,1742520274.2213912
6,116.752,1742520274.2213912
7,124.06,1742520274.2213912
0,120.951,1742520274.2715216
1,117.358,1742520274.2715216
2,121.437,1742520274.2715216
3,118.809,1742520274.2715216
4,117.914,1742520274.2715216
5,120.625,1742520274.2715216
6,116.752,1742520274.2715216
7,124.066,1742520274.2715216
0,120.957,1742520274.3216403
1,117.442,1742520274.3216403
2,121.444,1742520274.3216403
3,118.809,1742520274.3216403
4,117.92,1742520274.3216403
5,120.578,1742520274.3216403
6,116.734,1742520274.3216403
7,124.066,1742520274.3216403
0,120.957,1742520274.3717713
1,117.442,1742520274.3717713
2,121.444,1742520274.3717713
3,118.825,1742520274.3717713
4,117.92,1742520274.3717713
5,120.578,1742520274.3717713
6,116.734,1742520274.3717713
7,124.046,1742520274.3717713
0,120.93,1742520274.4218907
1,117.31,1742520274.4218907
2,121.438,1742520274.4218907
3,118.825,1742520274.4218907
4,117.907,1742520274.4218907
5,120.578,1742520274.4218907
6,116.725,1742520274.4218907
7,124.046,1742520274.4218907
0,120.93,1742520274.4720242
1,117.31,1742520274.4720242
2,121.438,1742520274.4720242
3,118.795,1742520274.4720242
4,117.907,1742520274.4720242
5,120.578,1742520274.4720242
6,116.725,1742520274.4720242
7,124.048,1742520274.4720242
0,120.932,1742520274.522157
1,117.406,1742520274.522157
2,121.43,1742520274.522157
3,118.795,1742520274.522157
4,117.909,1742520274.522157
5,120.565,1742520274.522157
6,116.706,1742520274.522157
7,124.048,1742520274.522157
0,120.932,1742520274.572276
1,117.406,1742520274.572276
2,121.43,1742520274.572276
3,118.806,1742520274.572276
4,117.909,1742520274.572276
5,120.565,1742520274.572276
6,116.706,1742520274.572276
7,124.041,1742520274.572276
0,120.925,1742520274.622407
1,117.281,1742520274.622407
2,121.425,1742520274.622407
3,118.806,1742520274.622407
4,117.891,1742520274.622407
5,120.583,1742520274.622407
6,116.708,1742520274.622407
7,124.041,1742520274.622407
0,120.925,1742520274.6725373
1,117.281,1742520274.6725373
2,121.425,1742520274.6725373
3,118.807,1742520274.6725373
4,117.891,1742520274.6725373
5,120.583,1742520274.6725373
6,116.708,1742520274.6725373
7,124.034,1742520274.6725373
0,120.906,1742520274.72267
1,117.36,1742520274.72267
2,121.406,1742520274.72267
3,118.807,1742520274.72267
4,117.894,1742520274.72267
5,120.543,1742520274.72267
6,116.725,1742520274.72267
7,124.034,1742520274.72267
0,120.906,1742520274.7728035
1,117.36,1742520274.7728035
2,121.406,1742520274.7728035
3,118.794,1742520274.7728035
4,117.894,1742520274.7728035
5,120.543,1742520274.7728035
6,116.725,1742520274.7728035
7,124.027,1742520274.7728035
0,120.913,1742520274.8229218
1,117.264,1742520274.8229218
2,121.405,1742520274.8229218
3,118.794,1742520274.8229218
4,117.902,1742520274.8229218
5,120.544,1742520274.8229218
6,116.74,1742520274.8229218
7,124.027,1742520274.8229218
0,120.913,1742520274.8730536
1,117.264,1742520274.8730536
2,121.405,1742520274.8730536
3,118.776,1742520274.8730536
4,117.902,1742520274.8730536
5,120.544,1742520274.8730536
6,116.74,1742520274.8730536
7,124.041,1742520274.8730536
0,120.928,1742520274.9231722
1,117.34,1742520274.9231722
2,121.38,1742520274.9231722
3,118.776,1742520274.9231722
4,117.876,1742520274.9231722
5,120.523,1742520274.9231722
6,116.732,1742520274.9231722
7,124.041,1742520274.9231722
0,120.928,1742520274.9733052
1,117.34,1742520274.9733052
2,121.38,1742520274.9733052
3,118.767,1742520274.9733052
4,117.876,1742520274.9733052
5,120.523,1742520274.9733052
6,116.732,1742520274.9733052
7,124.029,1742520274.9733052
0,120.901,1742520275.0233998
1,117.286,1742520275.0233998
2,121.38,1742520275.0233998
3,118.767,1742520275.0233998
4,117.884,1742520275.0233998
5,120.51,1742520275.0233998
6,116.708,1742520275.0233998
7,124.029,1742520275.0233998
0,120.901,1742520275.0735059
1,117.286,1742520275.0735059
2,121.38,1742520275.0735059
3,118.776,1742520275.0735059
4,117.884,1742520275.0735059
5,120.51,1742520275.0735059
6,116.708,1742520275.0735059
7,124.036,1742520275.0735059
0,120.873,1742520275.1236217
1,117.28,1742520275.1236217
2,121.379,1742520275.1236217
3,118.776,1742520275.1236217
4,117.858,1742520275.1236217
5,120.482,1742520275.1236217
6,116.699,1742520275.1236217
7,124.036,1742520275.1236217
0,120.873,1742520275.1737514
1,117.28,1742520275.1737514
2,121.379,1742520275.1737514
3,118.79,1742520275.1737514
4,117.858,1742520275.1737514
5,120.482,1742520275.1737514
6,116.699,1742520275.1737514
7,124.003,1742520275.1737514
0,120.858,1742520275.2238734
1,117.298,1742520275.2238734
2,121.38,1742520275.2238734
3,118.79,1742520275.2238734
4,117.863,1742520275.2238734
5,120.471,1742520275.2238734
6,116.695,1742520275.2238734
7,124.003,1742520275.2238734
0,120.858,1742520275.2740033
1,117.298,1742520275.2740033
2,121.38,1742520275.2740033
3,118.781,1742520275.2740033
4,117.863,1742520275.2740033
5,120.471,1742520275.2740033
6,116.695,1742520275.2740033
7,123.983,1742520275.2740033
0,120.854,1742520275.3241343
1,117.209,1742520275.3241343
2,121.358,1742520275.3241343
3,118.781,1742520275.3241343
4,117.85,1742520275.3241343
5,120.465,1742520275.3241343
6,116.706,1742520275.3241343
7,123.983,1742520275.3241343
0,120.854,1742520275.3742652
1,117.209,1742520275.3742652
2,121.358,1742520275.3742652
3,118.768,1742520275.3742652
4,117.85,1742520275.3742652
5,120.465,1742520275.3742652
6,116.706,1742520275.3742652
7,123.956,1742520275.3742652
0,120.859,1742520275.4243586
1,117.302,1742520275.4243586
2,121.347,1742520275.4243586
3,118.768,1742520275.4243586
4,117.837,1742520275.4243586
5,120.445,1742520275.4243586
6,116.715,1742520275.4243586
7,123.956,1742520275.4243586
0,120.859,1742520275.4744928
1,117.302,1742520275.4744928
2,121.347,1742520275.4744928
3,118.757,1742520275.4744928
4,117.837,1742520275.4744928
5,120.445,1742520275.4744928
6,116.715,1742520275.4744928
7,123.915,1742520275.4744928
0,120.853,1742520275.5246122
1,117.18,1742520275.5246122
2,121.339,1742520275.5246122
3,118.757,1742520275.5246122
4,117.829,1742520275.5246122
5,120.44,1742520275.5246122
6,116.702,1742520275.5246122
7,123.915,1742520275.5246122
0,120.853,1742520275.5748496
1,117.18,1742520275.5748496
2,121.339,1742520275.5748496
3,118.723,1742520275.5748496
4,117.829,1742520275.5748496
5,120.44,1742520275.5748496
6,116.702,1742520275.5748496
7,123.908,1742520275.5748496
0,120.817,1742520275.6249804
1,117.302,1742520275.6249804
2,121.312,1742520275.6249804
3,118.723,1742520275.6249804
4,117.825,1742520275.6249804
5,120.413,1742520275.6249804
6,116.667,1742520275.6249804
7,123.908,1742520275.6249804
0,120.817,1742520275.6750898
1,117.302,1742520275.6750898
2,121.312,1742520275.6750898
3,118.702,1742520275.6750898
4,117.825,1742520275.6750898
5,120.413,1742520275.6750898
6,116.667,1742520275.6750898
7,123.902,1742520275.6750898
0,120.801,1742520275.7252212
1,117.179,1742520275.7252212
2,121.315,1742520275.7252212
3,118.702,1742520275.7252212
4,117.814,1742520275.7252212
5,120.448,1742520275.7252212
6,116.634,1742520275.7252212
7,123.902,1742520275.7252212
0,120.801,1742520275.7753906
1,117.179,1742520275.7753906
2,121.315,1742520275.7753906
3,118.696,1742520275.7753906
4,117.814,1742520275.7753906
5,120.448,1742520275.7753906
6,116.634,1742520275.7753906
7,123.91,1742520275.7753906
0,120.794,1742520275.825522
1,117.245,1742520275.825522
2,121.303,1742520275.825522
3,118.696,1742520275.825522
4,117.776,1742520275.825522
5,120.427,1742520275.825522
6,116.607,1742520275.825522
7,123.91,1742520275.825522
0,120.794,1742520275.8756418
1,117.245,1742520275.8756418
2,121.303,1742520275.8756418
3,118.702,1742520275.8756418
4,117.776,1742520275.8756418
5,120.427,1742520275.8756418
6,116.607,1742520275.8756418
7,123.923,1742520275.8756418
0,120.714,1742520275.92587
1,117.225,1742520275.92587
2,121.315,1742520275.92587
3,118.702,1742520275.92587
4,117.777,1742520275.92587
5,120.441,1742520275.92587
6,116.614,1742520275.92587
7,123.923,1742520275.92587
0,120.714,1742520275.9760752
1,117.225,1742520275.9760752
2,121.315,1742520275.9760752
3,118.702,1742520275.9760752
4,117.777,1742520275.9760752
5,120.441,1742520275.9760752
6,116.614,1742520275.9760752
7,123.88,1742520275.9760752
0,120.675,1742520276.026168
1,117.185,1742520276.026168
2,121.292,1742520276.026168
3,118.702,1742520276.026168
4,117.745,1742520276.026168
5,120.42,1742520276.026168
6,116.62,1742520276.026168
7,123.88,1742520276.026168
0,120.675,1742520276.0762837
1,117.185,1742520276.0762837
2,121.292,1742520276.0762837
3,118.695,1742520276.0762837
4,117.745,1742520276.0762837
5,120.42,1742520276.0762837
6,116.62,1742520276.0762837
7,123.86,1742520276.0762837
0,120.636,1742520276.1264176
1,117.239,1742520276.1264176
2,121.264,1742520276.1264176
3,118.695,1742520276.1264176
4,117.742,1742520276.1264176
5,120.421,1742520276.1264176
6,116.613,1742520276.1264176
7,123.86,1742520276.1264176
0,120.636,1742520276.1766489
1,117.239,1742520276.1766489
2,121.264,1742520276.1766489
3,118.669,1742520276.1766489
4,117.742,1742520276.1766489
5,120.421,1742520276.1766489
6,116.613,1742520276.1766489
7,123.867,1742520276.1766489
0,120.614,1742520276.2267802
1,117.167,1742520276.2267802
2,121.25,1742520276.2267802
3,118.669,1742520276.2267802
4,117.731,1742520276.2267802
5,120.391,1742520276.2267802
6,116.6,1742520276.2267802
7,123.867,1742520276.2267802
0,120.614,1742520276.2769496
1,117.167,1742520276.2769496
2,121.25,1742520276.2769496
3,118.669,1742520276.2769496
4,117.731,1742520276.2769496
5,120.391,1742520276.2769496
6,116.6,1742520276.2769496
7,123.846,1742520276.2769496
0,120.592,1742520276.3270802
1,117.253,1742520276.3270802
2,121.237,1742520276.3270802
3,118.669,1742520276.3270802
4,117.743,1742520276.3270802
5,120.38,1742520276.3270802
6,116.568,1742520276.3270802
7,123.846,1742520276.3270802
0,120.592,1742520276.377212
1,117.253,1742520276.377212
2,121.237,1742520276.377212
3,118.662,1742520276.377212
4,117.743,1742520276.377212
5,120.38,1742520276.377212
6,116.568,1742520276.377212
7,123.859,1742520276.377212
0,120.526,1742520276.4273462
1,117.141,1742520276.4273462
2,121.23,1742520276.4273462
3,118.662,1742520276.4273462
4,117.727,1742520276.4273462
5,120.36,1742520276.4273462
6,116.548,1742520276.4273462
7,123.859,1742520276.4273462
0,120.526,1742520276.4774709
1,117.141,1742520276.4774709
2,121.23,1742520276.4774709
3,118.65,1742520276.4774709
4,117.727,1742520276.4774709
5,120.36,1742520276.4774709
6,116.548,1742520276.4774709
7,123.86,1742520276.4774709
