GPU_ID,Power_Usage_W,Timestamp
0,116.816,1742887995.7752774
1,69.506,1742887995.7752774
2,72.012,1742887995.7752774
3,69.835,1742887995.7752774
4,70.602,1742887995.7752774
5,69.807,1742887995.7752774
6,68.573,1742887995.7752774
7,71.967,1742887995.7752774
0,116.824,1742887995.8754165
1,69.512,1742887995.8754165
2,72.019,1742887995.8754165
3,69.822,1742887995.8754165
4,70.588,1742887995.8754165
5,69.787,1742887995.8754165
6,68.575,1742887995.8754165
7,71.958,1742887995.8754165
0,116.83,1742887995.9755447
1,69.512,1742887995.9755447
2,72.019,1742887995.9755447
3,69.822,1742887995.9755447
4,70.583,1742887995.9755447
5,69.82,1742887995.9755447
6,68.575,1742887995.9755447
7,71.964,1742887995.9755447
0,116.824,1742887996.0756743
1,69.519,1742887996.0756743
2,72.018,1742887996.0756743
3,69.829,1742887996.0756743
4,70.573,1742887996.0756743
5,69.833,1742887996.0756743
6,68.568,1742887996.0756743
7,71.979,1742887996.0756743
0,116.83,1742887996.1758053
1,69.528,1742887996.1758053
2,72.012,1742887996.1758053
3,69.85,1742887996.1758053
4,70.59,1742887996.1758053
5,69.854,1742887996.1758053
6,68.574,1742887996.1758053
7,71.99,1742887996.1758053
0,116.822,1742887996.2759593
1,69.494,1742887996.2759593
2,71.998,1742887996.2759593
3,69.864,1742887996.2759593
4,70.61,1742887996.2759593
5,69.858,1742887996.2759593
6,68.561,1742887996.2759593
7,71.991,1742887996.2759593
0,116.83,1742887996.3760889
1,69.535,1742887996.3760889
2,72.006,1742887996.3760889
3,69.871,1742887996.3760889
4,70.615,1742887996.3760889
5,69.814,1742887996.3760889
6,68.581,1742887996.3760889
7,71.991,1742887996.3760889
0,116.824,1742887996.4761877
1,69.513,1742887996.4761877
2,71.992,1742887996.4761877
3,69.872,1742887996.4761877
4,70.607,1742887996.4761877
5,69.818,1742887996.4761877
6,68.582,1742887996.4761877
7,71.976,1742887996.4761877
0,116.822,1742887996.5763283
1,69.526,1742887996.5763283
2,71.979,1742887996.5763283
3,69.873,1742887996.5763283
4,70.602,1742887996.5763283
5,69.797,1742887996.5763283
6,68.582,1742887996.5763283
7,71.982,1742887996.5763283
0,116.817,1742887996.6764522
1,69.506,1742887996.6764522
2,71.966,1742887996.6764522
3,69.88,1742887996.6764522
4,70.59,1742887996.6764522
5,69.808,1742887996.6764522
6,68.587,1742887996.6764522
7,71.961,1742887996.6764522
0,116.835,1742887996.7765815
1,69.533,1742887996.7765815
2,71.966,1742887996.7765815
3,69.866,1742887996.7765815
4,70.606,1742887996.7765815
5,69.783,1742887996.7765815
